state_abbr,county_name,total_votes_2012,votes_dem_2012,votes_gop_2012,county_fips,state_fips,per_dem_2012,per_gop_2012,diff_2012,per_point_diff_2012
IA,Montgomery County,5000,1919,2999,137,19,0.3838,0.5998,1080,-0.216
IA,Muscatine County,19726,11213,8152,139,19,0.568437595,0.413261685,3061,0.15517591
IA,O'Brien County,7295,1964,5259,141,19,0.269225497,0.720904729,3295,-0.451679232
IA,Osceola County,3179,909,2225,143,19,0.285938975,0.699905631,1316,-0.413966656
IA,Page County,7014,2588,4338,145,19,0.368976333,0.618477331,1750,-0.249500998
IA,Palo Alto County,4857,2124,2649,147,19,0.43730698,0.545398394,525,-0.108091414
IA,Plymouth County,12909,4148,8577,149,19,0.321326207,0.664420172,4429,-0.343093965
IA,Pocahontas County,3992,1518,2388,151,19,0.380260521,0.598196393,870,-0.217935872
IA,Polk County,227563,128264,96029,153,19,0.563641717,0.421988636,32235,0.141653081
IA,Pottawattamie County,41679,19347,21751,155,19,0.4641906,0.521869527,2404,-0.057678927
IA,Poweshiek County,9858,5307,4409,157,19,0.538344492,0.447250964,898,0.091093528
IA,Ringgold County,2578,1181,1366,159,19,0.45810706,0.529868115,185,-0.071761055
IA,Sac County,5256,2117,3086,161,19,0.402777778,0.587138508,969,-0.184360731
IA,Scott County,89826,50581,38223,163,19,0.563099771,0.425522677,12358,0.137577093
IA,Shelby County,6456,2468,3903,165,19,0.38228005,0.604553903,1435,-0.222273854
IA,Sioux County,17181,2683,14361,167,19,0.156160875,0.8358652,11678,-0.679704325
IA,Story County,46529,25940,19557,169,19,0.557501773,0.420318511,6383,0.137183262
IA,Tama County,8930,4737,4076,171,19,0.530459127,0.45643897,661,0.074020157
IA,Taylor County,2978,1261,1680,173,19,0.423438549,0.564137005,419,-0.140698455
IA,Union County,5899,3029,2800,175,19,0.51347686,0.474656721,229,0.038820139
IA,Van Buren County,3540,1398,2058,177,19,0.394915254,0.581355932,660,-0.186440678
IA,Wapello County,15630,8616,6777,179,19,0.551247601,0.433589251,1839,0.117658349
IA,Warren County,25875,12521,13031,181,19,0.483903382,0.503613527,510,-0.019710145
IA,Washington County,10880,5081,5540,183,19,0.467003676,0.509191176,459,-0.0421875
IA,Wayne County,2886,1251,1583,185,19,0.433471933,0.548510049,332,-0.115038115
IA,Webster County,18118,9458,8453,187,19,0.522022298,0.4665526,1005,0.055469699
IA,Winnebago County,5878,2895,2897,189,19,0.492514461,0.492854712,2,-0.000340252
IA,Winneshiek County,11016,6245,4618,191,19,0.566902687,0.419208424,1627,0.147694263
IA,Woodbury County,44702,22026,22136,193,19,0.492729632,0.495190372,110,-0.00246074
IA,Worth County,4143,2343,1743,195,19,0.565532223,0.420709631,600,0.144822592
IA,Wright County,6174,2794,3309,197,19,0.452542922,0.53595724,515,-0.083414318
ID,Ada County,180361,77043,97471,1,16,0.427159974,0.54042171,20428,-0.113261736
ID,Adams County,2060,577,1413,3,16,0.280097087,0.68592233,836,-0.405825243
ID,Bannock County,35260,13214,21010,5,16,0.374758934,0.595859331,7796,-0.221100397
ID,Bear Lake County,2822,302,2489,7,16,0.1070163,0.881998583,2187,-0.774982282
ID,Benewah County,3884,1164,2596,9,16,0.29969104,0.66838311,1432,-0.36869207
ID,Bingham County,17603,3822,13440,11,16,0.217122081,0.763506221,9618,-0.546384139
ID,Blaine County,10194,5992,3939,13,16,0.587796743,0.386403767,2053,0.201392976
ID,Boise County,3345,953,2284,15,16,0.28490284,0.682810164,1331,-0.397907324
ID,Bonner County,18536,6500,11367,17,16,0.350668968,0.613239102,4867,-0.262570134
ID,Bonneville County,43302,9929,32336,19,16,0.229296568,0.746755346,22407,-0.517458778
ID,Boundary County,4544,1225,3138,21,16,0.269586268,0.690580986,1913,-0.420994718
ID,Butte County,1286,258,1001,23,16,0.200622084,0.778382582,743,-0.577760498
ID,Camas County,578,159,402,25,16,0.275086505,0.69550173,243,-0.420415225
ID,Canyon County,66090,19866,44369,27,16,0.300590104,0.671342109,24503,-0.370752005
ID,Caribou County,3050,385,2608,29,16,0.126229508,0.855081967,2223,-0.728852459
ID,Cassia County,8387,1093,7150,31,16,0.130320734,0.852509837,6057,-0.722189102
ID,Clark County,328,66,235,33,16,0.201219512,0.716463415,169,-0.515243902
ID,Clearwater County,3696,1032,2541,35,16,0.279220779,0.6875,1509,-0.408279221
ID,Custer County,2352,530,1744,37,16,0.225340136,0.741496599,1214,-0.516156463
ID,Elmore County,8001,2513,5227,39,16,0.314085739,0.653293338,2714,-0.339207599
ID,Franklin County,5600,325,5195,41,16,0.058035714,0.927678571,4870,-0.869642857
ID,Fremont County,5802,810,4907,43,16,0.139607032,0.845742847,4097,-0.706135815
ID,Gem County,7490,1957,5311,45,16,0.261281709,0.709078772,3354,-0.447797063
ID,Gooding County,5118,1287,3696,47,16,0.251465416,0.722157093,2409,-0.470691676
ID,Idaho County,7749,1722,5821,49,16,0.222222222,0.751193702,4099,-0.52897148
ID,Jefferson County,11381,1303,9895,51,16,0.114489061,0.869431509,8592,-0.754942448
ID,Jerome County,6681,1699,4804,53,16,0.254303248,0.719054034,3105,-0.464750786
ID,Kootenai County,59764,18824,39347,55,16,0.314972224,0.658372934,20523,-0.343400709
ID,Latah County,16759,8306,7589,57,16,0.495614297,0.452831315,717,0.042782982
ID,Lemhi County,4109,960,3029,59,16,0.233633487,0.737162327,2069,-0.503528839
ID,Lewis County,1612,396,1173,61,16,0.245657568,0.727667494,777,-0.482009926
ID,Lincoln County,1622,429,1141,63,16,0.264488286,0.703452528,712,-0.438964242
ID,Madison County,14412,832,13445,65,16,0.05772967,0.932903136,12613,-0.875173467
ID,Minidoka County,6973,1390,5442,67,16,0.199340313,0.780438836,4052,-0.581098523
ID,Nez Perce County,16848,6451,9967,69,16,0.382894112,0.591583571,3516,-0.208689459
ID,Oneida County,2089,217,1838,71,16,0.103877453,0.879846817,1621,-0.775969363
ID,Owyhee County,3723,833,2794,73,16,0.223744292,0.750470051,1961,-0.526725759
ID,Payette County,8495,2271,6004,75,16,0.267333726,0.706768687,3733,-0.439434962
ID,Power County,2903,982,1870,77,16,0.338270754,0.644161213,888,-0.305890458
ID,Shoshone County,5148,2277,2699,79,16,0.442307692,0.524281274,422,-0.081973582
ID,Teton County,4523,1926,2458,81,16,0.425823568,0.543444616,532,-0.117621048
ID,Twin Falls County,28142,7541,19773,83,16,0.267962476,0.702615308,12232,-0.434652832
ID,Valley County,4919,2095,2664,85,16,0.425899573,0.541573491,569,-0.115673917
ID,Washington County,4330,1104,3128,87,16,0.254965358,0.722401848,2024,-0.46743649
IL,Adams County,30538,9627,20371,1,17,0.315246578,0.667070535,10744,-0.351823957
IL,Alexander County,3495,1961,1485,3,17,0.561087268,0.424892704,476,0.136194564
IL,Bond County,7316,3016,4091,5,17,0.41224713,0.559185347,1075,-0.146938218
IL,Boone County,21333,9868,11084,7,17,0.462569728,0.519570618,1216,-0.057000891
IL,Brown County,2362,787,1511,9,17,0.33319221,0.639712108,724,-0.306519898
IL,Bureau County,16599,8118,8151,11,17,0.489065606,0.491053678,33,-0.001988072
IL,Calhoun County,2574,1079,1439,13,17,0.419191919,0.559052059,360,-0.13986014
IL,Carroll County,7370,3658,3551,15,17,0.496336499,0.481818182,107,0.014518318
IL,Cass County,4858,2050,2707,17,17,0.421984356,0.557225196,657,-0.13524084
IL,Champaign County,77620,40378,35086,19,17,0.520200979,0.452022675,5292,0.068178305
IL,Christian County,14682,5487,8873,21,17,0.373722926,0.604345457,3386,-0.230622531
IL,Clark County,7843,2587,5138,23,17,0.329848272,0.655106464,2551,-0.325258192
IL,Clay County,5899,1581,4184,25,17,0.268011527,0.709272758,2603,-0.441261231
IL,Clinton County,16394,5577,10493,27,17,0.340185434,0.640051238,4916,-0.299865805
IL,Coles County,21338,9252,11623,29,17,0.433592652,0.54470897,2371,-0.111116318
IL,Cook County,1944401,1439123,479204,31,17,0.740136937,0.246453278,959919,0.493683659
IL,Crawford County,8598,2855,5577,33,17,0.332053966,0.648639218,2722,-0.316585252
IL,Cumberland County,5290,1640,3506,35,17,0.310018904,0.662759924,1866,-0.352741021
IL,DeKalb County,41020,21171,18906,37,17,0.516114091,0.460897123,2265,0.055216967
IL,De Witt County,7338,2598,4576,39,17,0.354047424,0.623603162,1978,-0.269555737
IL,Douglas County,7889,2426,5331,41,17,0.307516796,0.675751046,2905,-0.36823425
IL,DuPage County,397173,197411,193333,43,17,0.497040333,0.486772767,4078,0.010267566
IL,Edgar County,7810,2563,5125,45,17,0.328169014,0.656209987,2562,-0.328040973
IL,Edwards County,3225,754,2402,47,17,0.23379845,0.744806202,1648,-0.511007752
IL,Effingham County,16595,3855,12491,49,17,0.232298885,0.752696595,8636,-0.52039771
IL,Fayette County,8963,2848,5950,51,17,0.317750753,0.663840232,3102,-0.346089479
IL,Ford County,6000,1654,4225,53,17,0.275666667,0.704166667,2571,-0.4285
IL,Franklin County,17891,7245,10253,55,17,0.404952211,0.573081438,3008,-0.168129227
IL,Fulton County,15337,8324,6622,57,17,0.54273978,0.431766317,1702,0.110973463
IL,Gallatin County,2569,1028,1492,59,17,0.400155703,0.580770728,464,-0.180615025
IL,Greene County,5614,2023,3446,61,17,0.360349127,0.613822586,1423,-0.253473459
IL,Grundy County,20956,9319,11198,63,17,0.444693644,0.534357702,1879,-0.089664058
IL,Hamilton County,3935,1266,2566,65,17,0.321728081,0.652096569,1300,-0.330368488
IL,Hancock County,8229,3246,4810,67,17,0.394458622,0.584518167,1564,-0.190059546
IL,Hardin County,2330,742,1535,69,17,0.318454936,0.658798283,793,-0.340343348
IL,Henderson County,3563,1977,1538,71,17,0.554869492,0.431658715,439,0.123210777
IL,Henry County,24279,12316,11564,73,17,0.507269657,0.476296388,752,0.030973269
IL,Iroquois County,12770,3408,9115,75,17,0.266875489,0.713782302,5707,-0.446906813
IL,Jackson County,21190,11306,9130,77,17,0.533553563,0.430863615,2176,0.102689948
IL,Jasper County,5038,1434,3511,79,17,0.284636761,0.696903533,2077,-0.412266773
IL,Jefferson County,16303,6080,9805,81,17,0.372937496,0.601423051,3725,-0.228485555
IL,Jersey County,9940,3656,6032,83,17,0.367806841,0.606841046,2376,-0.239034205
IL,Jo Daviess County,11411,5660,5529,85,17,0.496012619,0.484532469,131,0.011480151
IL,Johnson County,5666,1571,3959,87,17,0.277267914,0.698729262,2388,-0.421461348
IL,Kane County,183631,91120,89502,89,17,0.496212513,0.487401365,1618,0.008811148
IL,Kankakee County,45452,21574,23115,91,17,0.474654581,0.508558479,1541,-0.033903899
IL,Kendall County,45042,21219,23076,93,17,0.471093646,0.512321833,1857,-0.041228187
IL,Knox County,22517,12993,9133,95,17,0.577030688,0.405604654,3860,0.171426034
IL,Lake County,284032,151552,128609,97,17,0.533573682,0.452797572,22943,0.08077611
IL,LaSalle County,47146,23023,23207,99,17,0.488334111,0.492236881,184,-0.00390277
IL,Lawrence County,5984,2010,3853,101,17,0.335895722,0.64388369,1843,-0.307987968
IL,Lee County,15275,6932,8046,103,17,0.453813421,0.526743044,1114,-0.072929624
IL,Livingston County,15019,5014,9745,105,17,0.333843798,0.648844797,4731,-0.315000999
IL,Logan County,12037,3974,7835,107,17,0.330148708,0.650909695,3861,-0.320760987
IL,Macon County,48742,22688,25249,115,17,0.465471257,0.518013212,2561,-0.052541956
IL,Macoupin County,20947,9440,10909,117,17,0.450661193,0.520790567,1469,-0.070129374
IL,Madison County,122203,58813,60481,119,17,0.481272964,0.494922383,1668,-0.013649419
IL,Marion County,15728,6210,9229,121,17,0.394837233,0.586787894,3019,-0.191950661
IL,Marshall County,5842,2452,3287,123,17,0.419719274,0.562649777,835,-0.142930503
IL,Mason County,6272,2867,3265,125,17,0.457110969,0.520567602,398,-0.063456633
IL,Massac County,6492,2092,4278,127,17,0.32224276,0.65896488,2186,-0.33672212
IL,McDonough County,12439,5957,6142,109,17,0.478897017,0.493769596,185,-0.014872578
IL,McHenry County,133589,59691,71488,111,17,0.446825712,0.535133881,11797,-0.088308169
IL,McLean County,72756,31590,39638,113,17,0.434190995,0.544807301,8048,-0.110616307
IL,Menard County,6142,2095,3944,129,17,0.341094106,0.642136112,1849,-0.301042006
IL,Mercer County,8525,4503,3874,131,17,0.528211144,0.454428152,629,0.073782991
IL,Monroe County,17407,6205,10879,133,17,0.35646579,0.624978457,4674,-0.268512667
IL,Montgomery County,12120,5053,6771,135,17,0.416914191,0.558663366,1718,-0.141749175
IL,Morgan County,14071,5792,7962,137,17,0.41162675,0.565844645,2170,-0.154217895
IL,Moultrie County,6052,2142,3781,139,17,0.353932584,0.624752148,1639,-0.270819564
IL,Ogle County,23342,9504,13409,141,17,0.407163054,0.574458058,3905,-0.167295005
IL,Peoria County,78060,40050,36617,143,17,0.513066872,0.469087881,3433,0.043978991
IL,Perry County,9533,3813,5497,145,17,0.39997902,0.576628553,1684,-0.176649533
IL,Piatt County,8697,3081,5412,147,17,0.35426009,0.622283546,2331,-0.268023456
IL,Pike County,7275,2276,4853,149,17,0.312852234,0.667079038,2577,-0.354226804
IL,Pope County,2219,649,1511,151,17,0.292474087,0.680937359,862,-0.388463272
IL,Pulaski County,3001,1389,1562,153,17,0.462845718,0.520493169,173,-0.057647451
IL,Putnam County,3132,1558,1500,155,17,0.497445722,0.478927203,58,0.018518519
IL,Randolph County,14380,5753,8284,157,17,0.400069541,0.576077886,2531,-0.176008345
IL,Richland County,7274,2360,4750,159,17,0.324443222,0.653010723,2390,-0.328567501
IL,Rock Island County,64880,39081,24888,161,17,0.6023582,0.383600493,14193,0.218757707
IL,Saline County,10713,3697,6803,165,17,0.345094745,0.635022869,3106,-0.289928125
IL,Sangamon County,94032,41961,50131,167,17,0.446241705,0.533127021,8170,-0.086885316
IL,Schuyler County,3882,1726,2062,169,17,0.444616177,0.5311695,336,-0.086553323
IL,Scott County,2554,910,1586,171,17,0.356303837,0.620986688,676,-0.26468285
IL,Shelby County,10383,3336,6837,173,17,0.321294424,0.658480208,3501,-0.337185784
IL,St. Clair County,118379,66749,49610,163,17,0.563858455,0.419077708,17139,0.144780747
IL,Stark County,2661,1095,1527,175,17,0.411499436,0.573844419,432,-0.162344983
IL,Stephenson County,17029,7954,8742,177,17,0.46708556,0.513359563,788,-0.046274003
IL,Tazewell County,60903,24385,35266,179,17,0.400390785,0.579051935,10881,-0.17866115
IL,Union County,8274,3135,4951,181,17,0.378897752,0.598380469,1816,-0.219482717
IL,Vermilion County,26153,10773,14888,183,17,0.41192215,0.569265476,4115,-0.157343326
IL,Wabash County,5127,1588,3473,185,17,0.309732787,0.677394188,1885,-0.3676614
IL,Warren County,7476,3893,3460,187,17,0.520733012,0.462814339,433,0.057918673
IL,Washington County,7398,2448,4787,189,17,0.330900243,0.647066775,2339,-0.316166531
IL,Wayne County,7676,1514,5984,191,17,0.197238145,0.779572694,4470,-0.582334549
IL,White County,7059,2187,4729,193,17,0.309817255,0.669924919,2542,-0.360107664
IL,Whiteside County,21492,12393,8676,195,17,0.576633166,0.403685092,3717,0.172948074
IL,Will County,249708,127522,118366,197,17,0.510684479,0.474017653,9156,0.036666827
IL,Williamson County,29079,10622,17880,199,17,0.365280787,0.614876715,7258,-0.249595928
IL,Winnebago County,116101,60334,53722,201,17,0.51966822,0.462717806,6612,0.056950414
IL,Woodford County,18848,5564,12947,203,17,0.295203735,0.686916384,7383,-0.391712649
IN,Adams County,12998,3800,8936,1,18,0.29235267,0.687490383,5136,-0.395137713
IN,Allen County,146405,59834,84378,3,18,0.408688228,0.576332776,24544,-0.167644548
IN,Bartholomew County,29313,10622,18083,5,18,0.362364821,0.616893528,7461,-0.254528707
IN,Benton County,3577,1159,2329,7,18,0.324014537,0.651104277,1170,-0.32708974
IN,Blackford County,4740,1927,2710,9,18,0.406540084,0.571729958,783,-0.165189873
IN,Boone County,27725,8326,18807,11,18,0.300306583,0.678340848,10481,-0.378034265
IN,Brown County,7590,3056,4330,13,18,0.402635046,0.570487484,1274,-0.167852437
IN,Carroll County,7793,2631,4993,15,18,0.337610676,0.640703195,2362,-0.303092519
IN,Cass County,14137,5365,8432,17,18,0.379500601,0.596449034,3067,-0.216948433
IN,Clark County,47062,20775,25422,19,18,0.441438953,0.540181038,4647,-0.098742085
IN,Clay County,10922,3630,7065,21,18,0.332356711,0.64685955,3435,-0.314502838
IN,Clinton County,9879,3307,6338,23,18,0.334750481,0.641562911,3031,-0.30681243
IN,Crawford County,4586,2040,2418,25,18,0.444832098,0.527256869,378,-0.082424771
IN,Daviess County,10246,2437,7638,27,18,0.237848917,0.745461644,5201,-0.507612727
IN,Dearborn County,22352,6527,15391,29,18,0.292009664,0.688573729,8864,-0.396564066
IN,Decatur County,10303,2941,7119,31,18,0.28545084,0.690963797,4178,-0.405512957
IN,DeKalb County,16314,5419,10586,33,18,0.332168689,0.648890523,5167,-0.316721834
IN,Delaware County,44924,22630,21231,35,18,0.503739649,0.472598166,1399,0.031141483
IN,Dubois County,18542,6522,11654,37,18,0.351741991,0.628519038,5132,-0.276777047
IN,Elkhart County,67768,24376,42348,39,18,0.359697792,0.624896706,17972,-0.265198914
IN,Fayette County,8816,3553,5044,41,18,0.403017241,0.572141561,1491,-0.169124319
IN,Floyd County,35283,14805,19868,43,18,0.419607176,0.563104044,5063,-0.143496868
IN,Fountain County,7103,2233,4660,45,18,0.314374208,0.656060819,2427,-0.341686611
IN,Franklin County,10549,2907,7421,47,18,0.275571144,0.703479003,4514,-0.427907859
IN,Fulton County,8120,2621,5315,49,18,0.322783251,0.65455665,2694,-0.331773399
IN,Gibson County,14718,4928,9487,51,18,0.334828102,0.644584862,4559,-0.30975676
IN,Grant County,25258,9589,15148,53,18,0.379642094,0.599730778,5559,-0.220088685
IN,Greene County,13101,4340,8457,55,18,0.331272422,0.645523243,4117,-0.314250821
IN,Hamilton County,136803,43794,90740,57,18,0.320124559,0.663289548,46946,-0.343164989
IN,Hancock County,32758,9303,22750,59,18,0.283991697,0.694486843,13447,-0.410495146
IN,Harrison County,17646,6600,10629,61,18,0.374022441,0.602346141,4029,-0.228323699
IN,Hendricks County,66590,21100,44308,63,18,0.316864394,0.665385193,23208,-0.348520799
IN,Henry County,18996,7613,10836,65,18,0.400768583,0.570435881,3223,-0.169667298
IN,Howard County,36194,15097,20284,67,18,0.417113334,0.56042438,5187,-0.143311046
IN,Huntington County,15753,4596,10862,69,18,0.291753952,0.689519457,6266,-0.397765505
IN,Jackson County,16704,5838,10419,71,18,0.349497126,0.623742816,4581,-0.27424569
IN,Jasper County,12891,4672,7955,73,18,0.362423396,0.6170972,3283,-0.254673803
IN,Jay County,7897,3063,4643,75,18,0.387868811,0.587944789,1580,-0.200075978
IN,Jefferson County,13120,5728,7096,77,18,0.436585366,0.540853659,1368,-0.104268293
IN,Jennings County,10237,3818,6112,79,18,0.372960828,0.597049917,2294,-0.224089089
IN,Johnson County,57362,17080,39136,81,18,0.297758098,0.682263519,22056,-0.384505422
IN,Knox County,15145,5228,9612,83,18,0.345196434,0.634664906,4384,-0.289468471
IN,Kosciusko County,30039,6862,22553,85,18,0.228436366,0.750790639,15691,-0.522354273
IN,LaGrange County,9311,2897,6227,87,18,0.311137364,0.668778864,3330,-0.357641499
IN,Lake County,201648,130824,68397,89,18,0.648774101,0.339190074,62427,0.309584028
IN,LaPorte County,43657,24104,18609,91,18,0.552122226,0.426254667,5495,0.125867558
IN,Lawrence County,17822,5779,11622,93,18,0.324262148,0.652115363,5843,-0.327853215
IN,Madison County,52340,24404,26755,95,18,0.466259075,0.51117692,2351,-0.044917845
IN,Marion County,357745,215474,136131,97,18,0.602311702,0.380525234,79343,0.221786468
IN,Marshall County,17751,6136,11260,99,18,0.345670666,0.63433046,5124,-0.288659794
IN,Martin County,4742,1351,3262,101,18,0.284900886,0.687895403,1911,-0.402994517
IN,Miami County,12758,4220,8163,103,18,0.330772848,0.63983383,3943,-0.309060981
IN,Monroe County,40200,22885,16254,105,18,0.569278607,0.404328358,6631,0.164950249
IN,Montgomery County,14349,4244,9768,107,18,0.29576974,0.680744303,5524,-0.384974563
IN,Morgan County,28251,7969,19591,109,18,0.28207851,0.693462178,11622,-0.411383668
IN,Newton County,5652,2212,3291,111,18,0.391365888,0.582271762,1079,-0.190905874
IN,Noble County,16244,5229,10680,113,18,0.321903472,0.657473529,5451,-0.335570057
IN,Ohio County,2812,992,1757,115,18,0.352773826,0.624822191,765,-0.272048364
IN,Orange County,7753,2939,4615,117,18,0.379079066,0.59525345,1676,-0.216174384
IN,Owen County,8107,2823,5062,119,18,0.34821759,0.624398668,2239,-0.276181078
IN,Parke County,6504,2106,4228,121,18,0.323800738,0.650061501,2122,-0.326260763
IN,Perry County,7866,4314,3403,123,18,0.548436308,0.432621409,911,0.1158149
IN,Pike County,5924,2125,3627,125,18,0.358710331,0.612255233,1502,-0.253544902
IN,Porter County,72487,36950,34197,127,18,0.509746575,0.471767351,2753,0.037979224
IN,Posey County,12216,4531,7427,129,18,0.370907007,0.60797315,2896,-0.237066143
IN,Pulaski County,5399,1899,3366,131,18,0.351731802,0.623448787,1467,-0.271716985
IN,Putnam County,13813,4504,9004,133,18,0.326069645,0.651849707,4500,-0.325780062
IN,Randolph County,10188,3768,6218,135,18,0.369846879,0.610325874,2450,-0.240478995
IN,Ripley County,10982,3241,7484,137,18,0.295119286,0.681478783,4243,-0.386359497
IN,Rush County,7026,2221,4633,139,18,0.316111586,0.659407913,2412,-0.343296328
IN,Scott County,8716,3998,4539,143,18,0.45869665,0.520766407,541,-0.062069757
IN,Shelby County,16743,5357,10972,145,18,0.319954608,0.655318641,5615,-0.335364033
IN,Spencer County,9725,4026,5515,147,18,0.413984576,0.567095116,1489,-0.15311054
IN,St. Joseph County,110644,56458,52575,141,18,0.510267163,0.475172626,3883,0.035094537
IN,Starke County,8752,3809,4738,149,18,0.435214808,0.541361974,929,-0.106147166
IN,Steuben County,13677,4846,8542,151,18,0.354317467,0.624552168,3696,-0.270234701
IN,Sullivan County,8289,3191,4902,153,18,0.38496803,0.591386174,1711,-0.206418145
IN,Switzerland County,3397,1437,1872,155,18,0.423020312,0.551074477,435,-0.128054165
IN,Tippecanoe County,56696,26642,28708,157,18,0.469909694,0.506349654,2066,-0.03643996
IN,Tipton County,7364,2432,4773,159,18,0.330255296,0.648153178,2341,-0.317897882
IN,Union County,3099,1018,2022,161,18,0.328493062,0.652468538,1004,-0.323975476
IN,Vanderburgh County,72416,31659,39504,163,18,0.437182391,0.545514803,7845,-0.108332413
IN,Vermillion County,6578,2979,3426,165,18,0.452873214,0.520826999,447,-0.067953785
IN,Vigo County,39843,19707,19368,167,18,0.494616369,0.486107974,339,0.008508395
IN,Wabash County,12702,3929,8528,169,18,0.309321367,0.671390332,4599,-0.362068966
IN,Warren County,3798,1324,2377,171,18,0.348604529,0.625855714,1053,-0.277251185
IN,Warrick County,24627,8791,15350,173,18,0.356965932,0.62329963,6559,-0.266333699
IN,Washington County,10725,3909,6532,175,18,0.364475524,0.609044289,2623,-0.244568765
IN,Wayne County,25458,10591,14321,177,18,0.41601854,0.56253437,3730,-0.14651583
IN,Wells County,12922,3434,9255,179,18,0.265748336,0.716220399,5821,-0.450472063
IN,White County,9901,3635,5970,181,18,0.367134633,0.602969397,2335,-0.235834764
IN,Whitley County,15005,4420,10257,183,18,0.294568477,0.683572143,5837,-0.389003665
KS,Allen County,5221,1842,3261,1,20,0.352805976,0.62459299,1419,-0.271787014
KS,Anderson County,3274,937,2246,3,20,0.286194258,0.686010996,1309,-0.399816738
KS,Atchison County,6499,2486,3836,5,20,0.382520388,0.590244653,1350,-0.207724265
KS,Barber County,2282,473,1753,7,20,0.207274321,0.768185802,1280,-0.560911481
KS,Barton County,12010,2693,9132,9,20,0.224229808,0.760366361,6439,-0.536136553
KS,Bourbon County,6118,1951,4022,11,20,0.318895064,0.657404381,2071,-0.338509317
KS,Brown County,3865,1039,2738,13,20,0.268822768,0.708408797,1699,-0.439586028
KS,Butler County,25452,7124,17764,15,20,0.279899419,0.697941223,10640,-0.418041804
KS,Chase County,1233,343,857,17,20,0.278183293,0.695052717,514,-0.416869424
KS,Chautauqua County,1502,259,1201,19,20,0.172436751,0.799600533,942,-0.627163782
KS,Cherokee County,8396,2868,5345,21,20,0.341591234,0.636612673,2477,-0.295021439
KS,Cheyenne County,1422,231,1157,23,20,0.162447257,0.813642757,926,-0.651195499
KS,Clark County,1000,171,791,25,20,0.171,0.791,620,-0.62
KS,Clay County,3584,811,2715,27,20,0.226283482,0.757533482,1904,-0.53125
KS,Cloud County,3957,951,2886,29,20,0.240333586,0.729340409,1935,-0.489006823
KS,Coffey County,3839,884,2860,31,20,0.230268299,0.744985673,1976,-0.514717374
KS,Comanche County,915,141,756,33,20,0.154098361,0.826229508,615,-0.672131148
KS,Cowley County,12444,4219,7932,35,20,0.339038894,0.637415622,3713,-0.298376728
KS,Crawford County,14385,6545,7480,37,20,0.454987835,0.519986097,935,-0.064998262
KS,Decatur County,1533,266,1219,39,20,0.173515982,0.795172864,953,-0.621656882
KS,Dickinson County,7854,1962,5709,41,20,0.249809015,0.726890756,3747,-0.477081742
KS,Doniphan County,3369,885,2397,43,20,0.262689225,0.711487088,1512,-0.448797863
KS,Douglas County,46283,28012,17028,45,20,0.605233023,0.367910464,10984,0.237322559
KS,Edwards County,1365,291,1048,47,20,0.213186813,0.767765568,757,-0.554578755
KS,Elk County,1356,277,1040,49,20,0.204277286,0.766961652,763,-0.562684366
KS,Ellis County,12779,3464,9057,51,20,0.271069724,0.708740903,5593,-0.437671179
KS,Ellsworth County,2677,696,1905,53,20,0.259992529,0.711617482,1209,-0.451624953
KS,Finney County,7593,2307,5108,55,20,0.303832477,0.672724878,2801,-0.368892401
KS,Ford County,8082,2468,5459,57,20,0.305369958,0.675451621,2991,-0.370081663
KS,Franklin County,10806,3611,6893,59,20,0.334166204,0.637886359,3282,-0.303720155
KS,Geary County,7526,3158,4242,61,20,0.419612012,0.563646027,1084,-0.144034015
KS,Gove County,1368,174,1155,63,20,0.127192982,0.844298246,981,-0.717105263
KS,Graham County,1319,248,1044,65,20,0.188021228,0.791508719,796,-0.603487491
KS,Grant County,2215,437,1742,67,20,0.197291196,0.786455982,1305,-0.589164786
KS,Gray County,1901,304,1568,69,20,0.159915834,0.824829037,1264,-0.664913204
KS,Greeley County,665,112,539,71,20,0.168421053,0.810526316,427,-0.642105263
KS,Greenwood County,2706,653,1986,73,20,0.241315595,0.733924612,1333,-0.492609017
KS,Hamilton County,857,159,678,75,20,0.185530922,0.791131855,519,-0.605600933
KS,Harper County,2335,536,1723,77,20,0.229550321,0.737901499,1187,-0.508351178
KS,Harvey County,13805,5162,8352,79,20,0.373922492,0.604998189,3190,-0.231075697
KS,Haskell County,1355,202,1131,81,20,0.149077491,0.834686347,929,-0.685608856
KS,Hodgeman County,1050,178,857,83,20,0.16952381,0.816190476,679,-0.646666667
KS,Jackson County,5474,1870,3476,85,20,0.341614907,0.635001827,1606,-0.29338692
KS,Jefferson County,7725,2883,4647,87,20,0.373203883,0.601553398,1764,-0.228349515
KS,Jewell County,1477,225,1220,89,20,0.152335816,0.825998646,995,-0.67366283
KS,Johnson County,268145,107651,155442,91,20,0.401465625,0.579693822,47791,-0.178228197
KS,Kearny County,1341,261,1060,93,20,0.194630872,0.790454884,799,-0.595824012
KS,Kingman County,3199,731,2371,95,20,0.228508909,0.741169115,1640,-0.512660206
KS,Kiowa County,1133,160,970,97,20,0.141218005,0.856134157,810,-0.714916152
KS,Labette County,7907,3074,4668,99,20,0.388769445,0.59036297,1594,-0.201593525
KS,Lane County,917,170,732,101,20,0.185387132,0.79825518,562,-0.612868048
KS,Leavenworth County,28532,11072,16825,103,20,0.388055517,0.589688771,5753,-0.201633254
