Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,HZ,VC,FU,BC,SQ,FG+,MI,TS,DZ,RA,BR,FG,SN,Datetime_Date
558,2008-08-04,90.0,59.0,75.5333333333,6.0,62.3,67.1333333333,0.0,5.0,0.268,29.2143333333,29.9263333333,12.1,18,7.97666666667,0.0,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.233333333333,0.0,0.0,2008-08-04
560,2008-08-05,90.0,59.0,75.7,5.0,62.6333333333,67.3333333333,0.0,5.0,0.268,29.2153333333,29.926,12.1,31,7.91,0.0333333333333,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.233333333333,0.0,0.0,2008-08-05
562,2008-08-06,90.0,59.0,75.6,3.0,62.4,67.1666666667,0.0,5.0,0.267,29.2196666667,29.9303333333,12.1,30,7.78333333333,0.0333333333333,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.266666666667,0.0,0.366666666667,0.233333333333,0.0,0.0,2008-08-06
564,2008-08-07,90.0,59.0,75.4333333333,0.0,62.0333333333,66.9,0.0,5.0,0.266,29.225,29.936,12.1,34,7.79333333333,0.0333333333333,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.266666666667,0.0,0.366666666667,0.233333333333,0.0,0.0,2008-08-07
566,2008-08-08,90.0,59.0,75.2666666667,-2.0,62.0,66.8333333333,0.0,5.0,0.266,29.226,29.938,12.1,2,7.69666666667,0.0333333333333,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.266666666667,0.0,0.366666666667,0.233333333333,0.0,0.0,2008-08-08
568,2008-08-09,90.0,59.0,75.2,-2.0,61.8333333333,66.7,0.0,5.0,0.242,29.224,29.9356666667,12.1,31,7.69,0.0333333333333,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.233333333333,0.0,0.333333333333,0.2,0.0,0.0,2008-08-09
570,2008-08-10,90.0,58.0,74.8666666667,-7.0,61.4,66.3333333333,0.0,1.0,0.230666666667,29.2266666667,29.9373333333,12.1,2,7.71,0.0333333333333,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.166666666667,0.0,0.0,2008-08-10
572,2008-08-11,90.0,58.0,74.7,-5.0,61.2,66.1666666667,0.0,1.0,0.206333333333,29.2303333333,29.9416666667,12.1,5,7.57666666667,0.0333333333333,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.266666666667,0.133333333333,0.0,0.0,2008-08-11
574,2008-08-12,90.0,58.0,74.6333333333,-4.0,61.3,66.2,0.0,1.0,0.206333333333,29.232,29.9436666667,8.6,10,7.29,0.0333333333333,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.266666666667,0.133333333333,0.0,0.0,2008-08-12
576,2008-08-13,90.0,58.0,74.6333333333,0.0,61.4666666667,66.2333333333,0.0,1.0,0.208333333333,29.2283333333,29.941,8.6,7,7.18333333333,0.0333333333333,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.3,0.133333333333,0.0,0.0,2008-08-13
578,2008-08-14,90.0,58.0,74.4666666667,-1.0,61.4,66.1,0.0,1.0,0.208333333333,29.226,29.9386666667,8.6,3,7.2,0.0666666666667,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.3,0.166666666667,0.0,0.0,2008-08-14
580,2008-08-15,89.0,58.0,74.1,-2.0,61.0,65.8,0.0,1.0,0.208333333333,29.2276666667,29.94,8.6,3,7.22333333333,0.0666666666667,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.3,0.166666666667,0.0,0.0,2008-08-15
582,2008-08-16,89.0,58.0,73.8,-1.0,60.5666666667,65.4666666667,0.0,1.0,0.208333333333,29.23,29.9426666667,8.5,29,7.14,0.0666666666667,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.3,0.166666666667,0.0,0.0,2008-08-16
584,2008-08-17,89.0,58.0,73.6,2.0,60.3,65.2333333333,0.0,1.0,0.207,29.2313333333,29.9446666667,8.5,26,7.22666666667,0.0666666666667,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.266666666667,0.166666666667,0.0,0.0,2008-08-17
586,2008-08-18,89.0,58.0,73.6666666667,3.0,59.9333333333,65.0666666667,0.0,1.0,0.153333333333,29.2336666667,29.947,8.5,27,7.28,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.133333333333,0.0,0.233333333333,0.133333333333,0.0,0.0,2008-08-18
588,2008-08-19,89.0,58.0,73.5333333333,2.0,59.8,64.9333333333,0.0,1.0,0.128666666667,29.2396666667,29.9526666667,8.5,4,7.31333333333,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.133333333333,0.0,0.0,2008-08-19
590,2008-08-20,89.0,58.0,73.4333333333,2.0,59.6333333333,64.8333333333,0.0,1.0,0.124333333333,29.246,29.9593333333,8.5,9,7.31333333333,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.166666666667,0.133333333333,0.0,0.0,2008-08-20
592,2008-08-21,89.0,58.0,73.6,4.0,59.7,64.9,0.0,1.0,0.124333333333,29.246,29.9603333333,8.5,15,7.30333333333,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.2,0.133333333333,0.0,0.0,2008-08-21
594,2008-08-22,89.0,58.0,73.8333333333,7.0,60.2333333333,65.2666666667,0.0,1.0,0.127333333333,29.2436666667,29.958,12.7,19,7.44666666667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.233333333333,0.166666666667,0.0,0.0,2008-08-22
596,2008-08-23,89.0,58.0,74.0666666667,7.0,60.6666666667,65.5666666667,0.0,1.0,0.127333333333,29.243,29.957,12.7,25,7.61333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.233333333333,0.2,0.0,0.0,2008-08-23
598,2008-08-24,89.0,58.0,74.0,-1.0,60.4666666667,65.4,0.0,1.0,0.127333333333,29.2456666667,29.959,12.7,3,7.70666666667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.233333333333,0.2,0.0,0.0,2008-08-24
600,2008-08-25,89.0,58.0,73.8,-1.0,60.3333333333,65.2333333333,0.0,1.0,0.127333333333,29.2503333333,29.9636666667,12.7,5,7.78333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.233333333333,0.166666666667,0.0,0.0,2008-08-25
602,2008-08-26,89.0,58.0,73.6666666667,-1.0,60.2,65.1,0.0,1.0,0.127333333333,29.2546666667,29.9683333333,12.7,7,7.84,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.233333333333,0.166666666667,0.0,0.0,2008-08-26
604,2008-08-27,89.0,58.0,73.5333333333,2.0,59.9666666667,64.9666666667,0.0,1.0,0.127333333333,29.256,29.9703333333,12.7,7,7.83333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.233333333333,0.166666666667,0.0,0.0,2008-08-27
606,2008-08-28,89.0,58.0,73.3666666667,2.0,59.8666666667,64.8666666667,0.0,1.0,0.127666666667,29.2546666667,29.9693333333,12.7,19,7.79333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.233333333333,0.2,0.0,0.0,2008-08-28
608,2008-08-29,89.0,58.0,73.1666666667,5.0,59.6333333333,64.7,0.0,1.0,0.129,29.2613333333,29.9753333333,12.7,35,7.72333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.266666666667,0.233333333333,0.0,0.0,2008-08-29
610,2008-08-30,89.0,56.0,72.8666666667,2.0,59.2333333333,64.4333333333,0.0,1.0,0.124333333333,29.2723333333,29.9863333333,12.7,24,7.65666666667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.233333333333,0.2,0.0,0.0,2008-08-30
612,2008-08-31,90.0,56.0,72.7333333333,6.0,58.8333333333,64.1666666667,0.0,1.0,0.0893333333333,29.283,29.9976666667,12.7,13,7.64666666667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.2,0.2,0.0,0.0,2008-08-31
614,2008-09-01,90.0,56.0,72.8333333333,8.0,58.6666666667,64.1,0.0,1.0,0.0893333333333,29.2873333333,30.003,12.7,14,7.59666666667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.2,0.2,0.0,0.0,2008-09-01
616,2008-09-02,94.0,56.0,73.0666666667,12.0,58.6666666667,64.1666666667,0.0,1.0,0.0893333333333,29.2896666667,30.005,12.7,21,7.54333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,0.0,2008-09-02
618,2008-09-03,94.0,56.0,72.8333333333,4.0,58.4,63.9666666667,0.0,1.0,0.009,29.294,30.009,12.7,1,7.59,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.166666666667,0.0,0.0,2008-09-03
620,2008-09-04,94.0,56.0,72.3666666667,-4.0,58.2,63.6666666667,1.0,0.0,0.105666666667,29.2886666667,30.0053333333,12.7,3,7.75666666667,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.233333333333,0.2,0.0,0.0,2008-09-04
622,2008-09-05,94.0,56.0,71.9666666667,-3.0,58.0666666667,63.4333333333,1.0,0.0,0.105666666667,29.2863333333,30.003,12.7,34,7.71666666667,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.233333333333,0.2,0.0,0.0,2008-09-05
624,2008-09-06,94.0,53.0,71.6666666667,-3.0,58.0,63.2666666667,1.0,0.0,0.106,29.287,30.003,12.7,27,7.58,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.233333333333,0.233333333333,0.0,0.0,2008-09-06
626,2008-09-07,94.0,53.0,71.4666666667,-2.0,57.9,63.1333333333,1.0,0.0,0.106,29.289,30.0046666667,12.7,26,7.55333333333,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.233333333333,0.233333333333,0.0,0.0,2008-09-07
628,2008-09-08,94.0,52.0,71.1,-6.0,57.7,62.9,5.0,0.0,0.147,29.296,30.011,12.7,34,7.46,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.266666666667,0.266666666667,0.0,0.0,2008-09-08
630,2008-09-09,94.0,49.0,70.8666666667,-7.0,57.4666666667,62.7,6.0,0.0,0.147,29.3006666667,30.016,12.7,36,7.37333333333,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.266666666667,0.266666666667,0.0,0.0,2008-09-09
632,2008-09-10,94.0,48.0,70.6,-6.0,57.1666666667,62.4666666667,6.0,0.0,0.147,29.3063333333,30.0223333333,12.7,14,7.33333333333,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.266666666667,0.266666666667,0.0,0.0,2008-09-10
634,2008-09-11,94.0,48.0,70.5333333333,2.0,57.1666666667,62.4333333333,6.0,0.0,0.147,29.3116666667,30.0283333333,12.7,18,7.53333333333,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.3,0.0,0.0,2008-09-11
636,2008-09-12,94.0,48.0,70.4666666667,6.0,57.4333333333,62.6,6.0,0.0,0.157333333333,29.3153333333,30.0323333333,12.7,22,7.60666666667,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0333333333333,0.3,0.333333333333,0.0,0.0,2008-09-12
638,2008-09-13,94.0,48.0,70.5,7.0,57.7333333333,62.8,6.0,0.0,0.378666666667,29.3066666667,30.025,12.7,21,7.64666666667,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0333333333333,0.333333333333,0.333333333333,0.0,0.0,2008-09-13
640,2008-09-14,94.0,48.0,70.3333333333,1.0,57.9666666667,62.8333333333,6.0,0.0,0.426666666667,29.291,30.0096666667,12.7,31,7.72,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0333333333333,0.366666666667,0.366666666667,0.0,0.0,2008-09-14
642,2008-09-15,94.0,48.0,69.9,-6.0,57.9,62.6333333333,7.0,0.0,0.426666666667,29.2913333333,30.0086666667,12.7,34,7.70666666667,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0333333333333,0.366666666667,0.366666666667,0.0,0.0,2008-09-15
644,2008-09-16,94.0,48.0,69.4333333333,-4.0,57.5666666667,62.3,7.0,0.0,0.426666666667,29.2976666667,30.0146666667,12.7,23,7.63333333333,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0333333333333,0.366666666667,0.366666666667,0.0,0.0,2008-09-16
646,2008-09-17,94.0,48.0,69.2666666667,6.0,57.5333333333,62.1666666667,7.0,0.0,0.426666666667,29.3043333333,30.0213333333,12.7,29,7.62,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0333333333333,0.366666666667,0.366666666667,0.0,0.0,2008-09-17
648,2008-09-18,94.0,48.0,69.0,1.0,57.2333333333,61.9333333333,7.0,0.0,0.426666666667,29.3103333333,30.028,12.7,9,7.63666666667,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0333333333333,0.366666666667,0.366666666667,0.0,0.0,2008-09-18
650,2008-09-19,94.0,48.0,68.7666666667,3.0,57.0333333333,61.7333333333,7.0,0.0,0.426666666667,29.3126666667,30.0306666667,12.7,19,7.59,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0333333333333,0.366666666667,0.366666666667,0.0,0.0,2008-09-19
652,2008-09-20,94.0,48.0,68.5666666667,7.0,56.9,61.5666666667,7.0,0.0,0.426666666667,29.3176666667,30.0353333333,12.7,16,7.40666666667,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0333333333333,0.333333333333,0.366666666667,0.0,0.0,2008-09-20
654,2008-09-21,94.0,48.0,68.2666666667,7.0,56.6666666667,61.3333333333,7.0,0.0,0.423666666667,29.3253333333,30.043,11.6,5,7.12,0.0333333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0666666666667,0.0333333333333,0.3,0.366666666667,0.0333333333333,0.0,2008-09-21
656,2008-09-22,94.0,48.0,68.0333333333,9.0,56.4333333333,61.1333333333,7.0,0.0,0.423666666667,29.3346666667,30.0526666667,11.6,11,7.07333333333,0.0666666666667,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0666666666667,0.0333333333333,0.3,0.366666666667,0.0333333333333,0.0,2008-09-22
658,2008-09-23,94.0,48.0,68.0666666667,10.0,56.4333333333,61.1333333333,7.0,0.0,0.423666666667,29.342,30.0606666667,11.6,15,7.00666666667,0.0666666666667,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0666666666667,0.0333333333333,0.3,0.366666666667,0.0333333333333,0.0,2008-09-23
660,2008-09-24,94.0,48.0,68.1,9.0,56.6,61.2333333333,7.0,0.0,0.430333333333,29.348,30.067,11.6,23,6.78,0.1,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.1,0.0333333333333,0.333333333333,0.4,0.0333333333333,0.0,2008-09-24
662,2008-09-25,94.0,48.0,68.1333333333,9.0,56.8333333333,61.3666666667,7.0,0.0,0.430333333333,29.3563333333,30.075,11.6,4,6.75,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.1,0.0333333333333,0.333333333333,0.433333333333,0.0333333333333,0.0,2008-09-25
664,2008-09-26,94.0,48.0,68.0333333333,9.0,56.8,61.2666666667,7.0,0.0,0.430333333333,29.3636666667,30.0826666667,11.6,6,6.69666666667,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.1,0.0333333333333,0.333333333333,0.466666666667,0.0333333333333,0.0,2008-09-26
666,2008-09-27,94.0,48.0,67.8666666667,7.0,56.4666666667,61.0333333333,7.0,0.0,0.428333333333,29.3713333333,30.0906666667,11.6,3,6.56333333333,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.1,0.0333333333333,0.3,0.466666666667,0.0333333333333,0.0,2008-09-27
668,2008-09-28,94.0,48.0,67.4666666667,4.0,56.4333333333,60.8666666667,7.0,0.0,0.427,29.377,30.0973333333,11.6,4,6.60666666667,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.1,0.0333333333333,0.266666666667,0.433333333333,0.0333333333333,0.0,2008-09-28
670,2008-09-29,94.0,48.0,67.0333333333,0.0,56.4333333333,60.7,7.0,0.0,0.454333333333,29.3726666667,30.0943333333,11.6,33,6.64,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.1,0.0333333333333,0.3,0.466666666667,0.0333333333333,0.0,2008-09-29
672,2008-09-30,94.0,48.0,66.3333333333,-5.0,56.0333333333,60.2,11.0,0.0,0.454333333333,29.366,30.0883333333,11.6,31,6.84333333333,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.1,0.0333333333333,0.3,0.466666666667,0.0333333333333,0.0,2008-09-30
674,2008-10-01,94.0,46.0,65.6,-4.0,55.5666666667,59.6666666667,11.0,0.0,0.454333333333,29.3616666667,30.0843333333,11.6,33,6.95666666667,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.1,0.0333333333333,0.3,0.466666666667,0.0333333333333,0.0,2008-10-01
676,2008-10-02,82.0,42.0,64.6666666667,-6.0,54.8666666667,58.9666666667,13.0,0.0,0.454333333333,29.3573333333,30.0806666667,11.6,28,7.11666666667,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0666666666667,0.0333333333333,0.3,0.466666666667,0.0333333333333,0.0,2008-10-02
678,2008-10-03,82.0,42.0,64.0,-5.0,54.2666666667,58.4,13.0,0.0,0.454,29.3583333333,30.0816666667,11.6,3,7.02666666667,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.0333333333333,0.3,0.466666666667,0.0333333333333,0.0,2008-10-03
680,2008-10-04,82.0,38.0,63.5333333333,-7.0,53.5,57.8333333333,15.0,0.0,0.357333333333,29.3726666667,30.0953333333,11.4,11,6.76,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.0333333333333,0.266666666667,0.433333333333,0.0333333333333,0.0,2008-10-04
682,2008-10-05,82.0,38.0,63.1,-6.0,53.0666666667,57.4666666667,15.0,0.0,0.359333333333,29.3823333333,30.106,11.4,11,6.75,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.0333333333333,0.3,0.433333333333,0.0333333333333,0.0,2008-10-05
684,2008-10-06,82.0,38.0,63.0333333333,6.0,52.8333333333,57.3333333333,15.0,0.0,0.359,29.3893333333,30.1143333333,11.4,11,6.93,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.0333333333333,0.3,0.4,0.0333333333333,0.0,2008-10-06
686,2008-10-07,82.0,38.0,62.8666666667,4.0,52.8666666667,57.3,15.0,0.0,0.385666666667,29.3856666667,30.1126666667,11.4,13,7.08666666667,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.0333333333333,0.333333333333,0.433333333333,0.0333333333333,0.0,2008-10-07
688,2008-10-08,82.0,38.0,62.7666666667,1.0,52.8333333333,57.2666666667,15.0,0.0,0.351,29.3763333333,30.104,11.4,26,7.15,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.0333333333333,0.333333333333,0.433333333333,0.0333333333333,0.0,2008-10-08
690,2008-10-09,82.0,38.0,62.7333333333,3.0,52.6,57.1666666667,15.0,0.0,0.351,29.3733333333,30.1,11.4,29,7.13,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.0333333333333,0.333333333333,0.433333333333,0.0333333333333,0.0,2008-10-09
692,2008-10-10,82.0,38.0,62.6333333333,2.0,52.4,57.0333333333,15.0,0.0,0.351,29.3733333333,30.099,11.4,11,7.18333333333,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.0333333333333,0.333333333333,0.433333333333,0.0333333333333,0.0,2008-10-10
694,2008-10-11,82.0,38.0,62.5666666667,11.0,52.1666666667,56.9,15.0,0.0,0.351,29.3796666667,30.1043333333,11.4,14,7.02333333333,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.0333333333333,0.3,0.4,0.0333333333333,0.0,2008-10-11
696,2008-10-12,84.0,38.0,62.5666666667,17.0,51.8,56.6666666667,15.0,0.0,0.338666666667,29.3906666667,30.1146666667,11.4,15,6.96666666667,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.0,0.266666666667,0.4,0.0333333333333,0.0,2008-10-12
698,2008-10-13,84.0,38.0,62.4666666667,16.0,51.4333333333,56.4333333333,15.0,0.0,0.117333333333,29.4073333333,30.1313333333,11.4,20,6.93333333333,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.0,0.233333333333,0.366666666667,0.0333333333333,0.0,2008-10-13
700,2008-10-14,84.0,38.0,62.3333333333,8.0,50.8333333333,56.0666666667,15.0,0.0,0.0693333333333,29.4246666667,30.1496666667,11.4,30,6.82333333333,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.0,0.233333333333,0.333333333333,0.0333333333333,0.0,2008-10-14
702,2008-10-15,84.0,38.0,62.2333333333,2.0,50.8,56.0,15.0,0.0,0.0793333333333,29.4223333333,30.1483333333,11.4,32,6.83,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.0,0.266666666667,0.366666666667,0.0333333333333,0.0,2008-10-15
704,2008-10-16,84.0,38.0,61.9333333333,-1.0,50.4,55.6333333333,15.0,0.0,0.0793333333333,29.424,30.1503333333,11.4,35,6.88666666667,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.0,0.266666666667,0.366666666667,0.0333333333333,0.0,2008-10-16
706,2008-10-17,84.0,38.0,61.2666666667,-2.0,49.8333333333,55.1,15.0,0.0,0.0793333333333,29.4263333333,30.153,11.4,36,6.89333333333,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.0,0.266666666667,0.366666666667,0.0333333333333,0.0,2008-10-17
708,2008-10-18,84.0,38.0,60.8333333333,1.0,49.3333333333,54.6,15.0,0.0,0.081,29.427,30.1543333333,11.4,7,6.85666666667,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.0,0.3,0.4,0.0333333333333,0.0,2008-10-18
710,2008-10-19,84.0,38.0,60.3333333333,0.0,48.7666666667,54.1333333333,15.0,0.0,0.081,29.4276666667,30.1556666667,12.0,19,7.07,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.0,0.3,0.4,0.0333333333333,0.0,2008-10-19
712,2008-10-20,84.0,38.0,59.6666666667,-1.0,48.2666666667,53.6333333333,16.0,0.0,0.087,29.4283333333,30.157,12.0,31,7.22666666667,0.133333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.0,0.333333333333,0.433333333333,0.0333333333333,0.0,2008-10-20
714,2008-10-21,84.0,38.0,58.9333333333,-3.0,47.4,52.9,18.0,0.0,0.087,29.4313333333,30.1606666667,12.0,2,7.37666666667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.333333333333,0.4,0.0,0.0,2008-10-21
716,2008-10-22,84.0,35.0,58.0333333333,-6.0,46.4333333333,52.1,21.0,0.0,0.087,29.4333333333,30.1633333333,12.1,12,7.54666666667,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.333333333333,0.366666666667,0.0,0.0,2008-10-22
718,2008-10-23,84.0,35.0,57.3333333333,1.0,45.7333333333,51.5,21.0,0.0,0.0923333333333,29.4313333333,30.1626666667,12.1,12,7.68333333333,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.366666666667,0.366666666667,0.0,0.0,2008-10-23
720,2008-10-24,84.0,35.0,56.6333333333,0.0,45.2333333333,50.9666666667,21.0,0.0,0.0963333333333,29.4193333333,30.1523333333,12.1,19,7.73333333333,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.366666666667,0.366666666667,0.0,0.0,2008-10-24
722,2008-10-25,84.0,35.0,55.9,0.0,44.5333333333,50.3,21.0,0.0,0.0963333333333,29.402,30.1356666667,12.1,22,7.89333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0333333333333,0.4,0.366666666667,0.0,0.0,2008-10-25
724,2008-10-26,84.0,35.0,55.1666666667,-1.0,43.7666666667,49.6666666667,21.0,0.0,0.0963333333333,29.3913333333,30.1236666667,17.2,27,8.34333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0333333333333,0.433333333333,0.333333333333,0.0,0.0,2008-10-26
726,2008-10-27,84.0,33.0,54.2666666667,-8.0,42.8666666667,48.8333333333,25.0,0.0,0.0963333333333,29.3973333333,30.1283333333,17.2,31,8.73333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0333333333333,0.433333333333,0.3,0.0,0.0,2008-10-27
728,2008-10-28,84.0,31.0,53.4333333333,-9.0,41.7333333333,47.9333333333,27.0,0.0,0.0963333333333,29.4016666667,30.1336666667,17.2,30,8.83666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0333333333333,0.433333333333,0.3,0.0,0.0,2008-10-28
730,2008-10-29,84.0,31.0,52.8666666667,-5.0,40.7,47.1666666667,27.0,0.0,0.069,29.4086666667,30.1406666667,17.2,32,8.88333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0333333333333,0.4,0.266666666667,0.0,0.0,2008-10-29
732,2008-10-30,84.0,31.0,52.6333333333,1.0,40.3,46.9,27.0,0.0,0.069,29.4206666667,30.1526666667,17.2,19,8.84666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0333333333333,0.4,0.266666666667,0.0,0.0,2008-10-30
734,2008-10-31,84.0,31.0,52.8,13.0,40.5,47.0333333333,27.0,0.0,0.069,29.4316666667,30.1636666667,17.2,22,8.72333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0333333333333,0.4,0.266666666667,0.0,0.0,2008-10-31
736,2009-05-01,84.0,31.0,52.8333333333,0.0,40.5,47.0333333333,27.0,0.0,0.0696666666667,29.4343333333,30.166,17.2,29,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0333333333333,0.433333333333,0.266666666667,0.0,0.0,2009-05-01
738,2009-05-02,84.0,31.0,52.9333333333,1.0,40.2,46.9666666667,27.0,0.0,0.0693333333333,29.43,30.1623333333,17.2,26,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0333333333333,0.4,0.266666666667,0.0,0.0,2009-05-02
